scene,room_instance,room_type,object_category,label
Beechwood_0_garden,bathroom_0,bathroom,drink_dispenser,0
Beechwood_0_garden,bathroom_0,bathroom,drinking_fountain,0
Beechwood_0_garden,bathroom_0,bathroom,electric_switch,1
Beechwood_0_garden,bathroom_0,bathroom,elevator_door,0
Beechwood_0_garden,bathroom_0,bathroom,elliptical_machine,0
Beechwood_0_garden,bathroom_0,bathroom,espresso_machine,0
Beechwood_0_garden,bathroom_0,bathroom,exercise_bike,0
Beechwood_0_garden,bathroom_0,bathroom,fairy_light,0
Beechwood_0_garden,bathroom_0,bathroom,fire_alarm,0
Beechwood_0_garden,bathroom_0,bathroom,fire_extinguisher,0
Beechwood_0_garden,bathroom_0,bathroom,fire_sprinkler,0
Beechwood_0_garden,bathroom_0,bathroom,fireplace,0
Beechwood_0_garden,bathroom_0,bathroom,flat_bench,0
Beechwood_0_garden,bathroom_0,bathroom,flat_top_grill,0
Beechwood_0_garden,bathroom_0,bathroom,floor_lamp,0
Beechwood_0_garden,bathroom_0,bathroom,folderal,0
Beechwood_0_garden,bathroom_0,bathroom,free_weight_rack,0
Beechwood_0_garden,bathroom_0,bathroom,freezer,0
Beechwood_0_garden,bathroom_0,bathroom,fridge,0
Beechwood_0_garden,bathroom_0,bathroom,garage_door,0
Beechwood_0_garden,bathroom_0,bathroom,garden_light,0
Beechwood_0_garden,bathroom_0,bathroom,garden_statue,0
Beechwood_0_garden,bathroom_0,bathroom,garden_umbrella,0
Beechwood_0_garden,bathroom_0,bathroom,gate,0
Beechwood_0_garden,bathroom_0,bathroom,grandfather_clock,0
Beechwood_0_garden,bathroom_0,bathroom,grocery_fridge,0
Beechwood_0_garden,bathroom_0,bathroom,grocery_sign,0
Beechwood_0_garden,bathroom_0,bathroom,guitar,0
Beechwood_0_garden,bathroom_0,bathroom,gym_mat,0
Beechwood_0_garden,bathroom_0,bathroom,hall_tree,0
Beechwood_0_garden,bathroom_0,bathroom,hammam_bench,0
Beechwood_0_garden,bathroom_0,bathroom,hammock,0
Beechwood_0_garden,bathroom_0,bathroom,hamper,0
Beechwood_0_garden,bathroom_0,bathroom,hand_dryer,0
Beechwood_0_garden,bathroom_0,bathroom,handle,0
Beechwood_0_garden,bathroom_0,bathroom,handset,0
Beechwood_0_garden,bathroom_0,bathroom,hanging,0
Beechwood_0_garden,bathroom_0,bathroom,hanging_banners,0
Beechwood_0_garden,bathroom_0,bathroom,hingeless_jar,0
Beechwood_0_garden,bathroom_0,bathroom,hook,0
Beechwood_0_garden,bathroom_0,bathroom,hospital_bed,0
Beechwood_0_garden,bathroom_0,bathroom,hot_tub,0
Beechwood_0_garden,bathroom_0,bathroom,information_bulletin,0
Beechwood_0_garden,bathroom_0,bathroom,jukebox,0
Beechwood_0_garden,bathroom_0,bathroom,l_shaped_handle,0
Beechwood_0_garden,bathroom_0,bathroom,lab_exhaust_hood,0
Beechwood_0_garden,bathroom_0,bathroom,ladder,0
Beechwood_0_garden,bathroom_0,bathroom,laptop,0
Beechwood_0_garden,bathroom_0,bathroom,light,0
Beechwood_0_garden,bathroom_0,bathroom,locker,0
Beechwood_0_garden,bathroom_0,bathroom,loudspeaker,0
Beechwood_0_garden,bathroom_0,bathroom,magazine_stand,0
Beechwood_0_garden,bathroom_0,bathroom,mailbox,0
Beechwood_0_garden,bathroom_0,bathroom,map,0
Beechwood_0_garden,bathroom_0,bathroom,massage_bed,0
Beechwood_0_garden,bathroom_0,bathroom,menu,0
Beechwood_0_garden,bathroom_0,bathroom,metal_bottom_cabinet,0
Beechwood_0_garden,bathroom_0,bathroom,microwave,0
Beechwood_0_garden,bathroom_0,bathroom,mirror,1
Beechwood_0_garden,bathroom_0,bathroom,monitor,0
Beechwood_0_garden,bathroom_0,bathroom,motion_sensor,0
Beechwood_0_garden,bathroom_0,bathroom,nightstand,0
Beechwood_0_garden,bathroom_0,bathroom,oden_cooker,0
Beechwood_0_garden,bathroom_0,bathroom,ottoman,0
Beechwood_0_garden,bathroom_0,bathroom,oven,0
Beechwood_0_garden,bathroom_0,bathroom,packing_box,0
Beechwood_0_garden,bathroom_0,bathroom,paper_lantern,0
Beechwood_0_garden,bathroom_0,bathroom,paper_towel_dispenser,0
Beechwood_0_garden,bathroom_0,bathroom,parallel_bars,0
Beechwood_0_garden,bathroom_0,bathroom,paver,0
Beechwood_0_garden,bathroom_0,bathroom,pay_phone,0
Beechwood_0_garden,bathroom_0,bathroom,pebble,0
Beechwood_0_garden,bathroom_0,bathroom,pedestal,0
Beechwood_0_garden,bathroom_0,bathroom,pergola,0
Beechwood_0_garden,bathroom_0,bathroom,periodic_table,0
Beechwood_0_garden,bathroom_0,bathroom,phonograph_record,0
Beechwood_0_garden,bathroom_0,bathroom,photocopier,0
Beechwood_0_garden,bathroom_0,bathroom,piano,0
Beechwood_0_garden,bathroom_0,bathroom,picture,1
Beechwood_0_garden,bathroom_0,bathroom,pillow,0
Beechwood_0_garden,bathroom_0,bathroom,plant,0
Beechwood_0_garden,bathroom_0,bathroom,playground,0
Beechwood_0_garden,bathroom_0,bathroom,pommel_horse,0
Beechwood_0_garden,bathroom_0,bathroom,pool_table,0
Beechwood_0_garden,bathroom_0,bathroom,projection_screen,0
Beechwood_0_garden,bathroom_0,bathroom,radiator,0
Beechwood_0_garden,bathroom_0,bathroom,rail_fence,0
Beechwood_0_garden,bathroom_0,bathroom,railing,0
Beechwood_0_garden,bathroom_0,bathroom,range_hood,0
Beechwood_0_garden,bathroom_0,bathroom,reception_desk,0
Beechwood_0_garden,bathroom_0,bathroom,recreational_vehicle,0
Beechwood_0_garden,bathroom_0,bathroom,room_divider,0
Beechwood_0_garden,bathroom_0,bathroom,room_ventilator,0
Beechwood_0_garden,bathroom_0,bathroom,sandbox,0
Beechwood_0_garden,bathroom_0,bathroom,sauna_bench,0
Beechwood_0_garden,bathroom_0,bathroom,sauna_heater,0
Beechwood_0_garden,bathroom_0,bathroom,scoreboard,0
Beechwood_0_garden,bathroom_0,bathroom,security_camera,0
Beechwood_0_garden,bathroom_0,bathroom,serving_cart,0
Beechwood_0_garden,bathroom_0,bathroom,shelf,0
Beechwood_0_garden,bathroom_0,bathroom,shopping_cart,0
Beechwood_0_garden,bathroom_0,bathroom,shower,0
Beechwood_0_garden,bathroom_0,bathroom,shower_stall,0
Beechwood_0_garden,bathroom_0,bathroom,showerhead,0
Beechwood_0_garden,bathroom_0,bathroom,signpost,0
Beechwood_0_garden,bathroom_0,bathroom,sink,1
Beechwood_0_garden,bathroom_0,bathroom,skeletal_frame,0
Beechwood_0_garden,bathroom_0,bathroom,snack_rack,0
Beechwood_0_garden,bathroom_0,bathroom,soap_dispenser,0
Beechwood_0_garden,bathroom_0,bathroom,soda_cup,0
Beechwood_0_garden,bathroom_0,bathroom,sofa,0
Beechwood_0_garden,bathroom_0,bathroom,stadium_stand,0
Beechwood_0_garden,bathroom_0,bathroom,stairs,0
Beechwood_0_garden,bathroom_0,bathroom,stand,0
Beechwood_0_garden,bathroom_0,bathroom,statue,0
Beechwood_0_garden,bathroom_0,bathroom,stone_wall,0
Beechwood_0_garden,bathroom_0,bathroom,stove,0
Beechwood_0_garden,bathroom_0,bathroom,structural_element,0
Beechwood_0_garden,bathroom_0,bathroom,swimming_pool,0
Beechwood_0_garden,bathroom_0,bathroom,swing,0
Beechwood_0_garden,bathroom_0,bathroom,swing_set,0
Beechwood_0_garden,bathroom_0,bathroom,table,0
Beechwood_0_garden,bathroom_0,bathroom,table_lamp,0
Beechwood_0_garden,bathroom_0,bathroom,toilet,1
Beechwood_0_garden,bathroom_0,bathroom,toilet_paper_dispenser,0
Beechwood_0_garden,bathroom_0,bathroom,top_cabinet,0
Beechwood_0_garden,bathroom_0,bathroom,towel_rack,0
Beechwood_0_garden,bathroom_0,bathroom,toy_box,0
Beechwood_0_garden,bathroom_0,bathroom,trash_can,0
Beechwood_0_garden,bathroom_0,bathroom,treadmill,0
Beechwood_0_garden,bathroom_0,bathroom,tree,0
Beechwood_0_garden,bathroom_0,bathroom,turnstile,0
Beechwood_0_garden,bathroom_0,bathroom,tv,0
Beechwood_0_garden,bathroom_0,bathroom,umbrella_rack,0
Beechwood_0_garden,bathroom_0,bathroom,urinal,0
Beechwood_0_garden,bathroom_0,bathroom,vase,0
Beechwood_0_garden,bathroom_0,bathroom,vending_machine,0
Beechwood_0_garden,bathroom_0,bathroom,vine,0
Beechwood_0_garden,bathroom_0,bathroom,volleyball_net,0
Beechwood_0_garden,bathroom_0,bathroom,wading_pool,0
Beechwood_0_garden,bathroom_0,bathroom,wall_clock,0
Beechwood_0_garden,bathroom_0,bathroom,wall_nail,0
Beechwood_0_garden,bathroom_0,bathroom,wall_socket,0
Beechwood_0_garden,bathroom_0,bathroom,wardrobe,0
Beechwood_0_garden,bathroom_0,bathroom,washer,0
Beechwood_0_garden,bathroom_0,bathroom,water_cooler,0
Beechwood_0_garden,bathroom_0,bathroom,water_glass,0
Beechwood_0_garden,bathroom_0,bathroom,whiteboard,0
Beechwood_0_garden,bathroom_0,bathroom,window,0
Beechwood_0_garden,bathroom_0,bathroom,window_blind,0
Beechwood_0_garden,bathroom_0,bathroom,wine_fridge,0
Beechwood_0_garden,dining_room_0,dining_room,arbor,0
Beechwood_0_garden,dining_room_0,dining_room,bar,0
Beechwood_0_garden,dining_room_0,dining_room,baseboard,0
Beechwood_0_garden,dining_room_0,dining_room,bathtub,0
Beechwood_0_garden,dining_room_0,dining_room,bed,0
Beechwood_0_garden,dining_room_0,dining_room,bed_screen,0
Beechwood_0_garden,dining_room_0,dining_room,beer_glass,0
Beechwood_0_garden,dining_room_0,dining_room,beer_tap,0
Beechwood_0_garden,dining_room_0,dining_room,bench,0
Beechwood_0_garden,dining_room_0,dining_room,bench_press_machine,0
Beechwood_0_garden,dining_room_0,dining_room,blackboard,0
Beechwood_0_garden,dining_room_0,dining_room,bookcase,0
Beechwood_0_garden,dining_room_0,dining_room,booth,0
Beechwood_0_garden,dining_room_0,dining_room,bottle_of_tea,0
Beechwood_0_garden,dining_room_0,dining_room,bottom_cabinet,0
Beechwood_0_garden,dining_room_0,dining_room,bottom_cabinet_no_top,0
Beechwood_0_garden,dining_room_0,dining_room,boulder,0
Beechwood_0_garden,dining_room_0,dining_room,burner,0
Beechwood_0_garden,dining_room_0,dining_room,car,0
Beechwood_0_garden,dining_room_0,dining_room,carpet,1
Beechwood_0_garden,dining_room_0,dining_room,cash_register,0
Beechwood_0_garden,dining_room_0,dining_room,cedar_chest,0
Beechwood_0_garden,dining_room_0,dining_room,ceiling_air_conditioner,0
Beechwood_0_garden,dining_room_0,dining_room,ceiling_fan,0
Beechwood_0_garden,dining_room_0,dining_room,ceiling_mounted_basketball_hoop,0
Beechwood_0_garden,dining_room_0,dining_room,ceiling_mounted_projector,0
Beechwood_0_garden,dining_room_0,dining_room,chair,1
Beechwood_0_garden,dining_room_0,dining_room,chandelier,0
Beechwood_0_garden,dining_room_0,dining_room,charcoal_grill,0
Beechwood_0_garden,dining_room_0,dining_room,checkout_counter,0
Beechwood_0_garden,dining_room_0,dining_room,clothes_dryer,0
Beechwood_0_garden,dining_room_0,dining_room,clothesline_pole,0
Beechwood_0_garden,dining_room_0,dining_room,coatrack,0
Beechwood_0_garden,dining_room_0,dining_room,coffee_maker,0
Beechwood_0_garden,dining_room_0,dining_room,countertop,0
Beechwood_0_garden,dining_room_0,dining_room,crib,0
Beechwood_0_garden,dining_room_0,dining_room,cubicle,0
Beechwood_0_garden,dining_room_0,dining_room,decorative_sign,0
Beechwood_0_garden,dining_room_0,dining_room,deep_fryer,0
Beechwood_0_garden,dining_room_0,dining_room,desk,0
Beechwood_0_garden,dining_room_0,dining_room,dessert_stand,0
Beechwood_0_garden,dining_room_0,dining_room,dish_rack_cart,0
Beechwood_0_garden,dining_room_0,dining_room,dishwasher,0
Beechwood_0_garden,dining_room_0,dining_room,display_case,0
Beechwood_0_garden,dining_room_0,dining_room,display_fridge,0
Beechwood_0_garden,dining_room_0,dining_room,door,1
Beechwood_0_garden,dining_room_0,dining_room,drink_dispenser,0
Beechwood_0_garden,dining_room_0,dining_room,drinking_fountain,0
Beechwood_0_garden,dining_room_0,dining_room,electric_switch,1
Beechwood_0_garden,dining_room_0,dining_room,elevator_door,0
Beechwood_0_garden,dining_room_0,dining_room,elliptical_machine,0
Beechwood_0_garden,dining_room_0,dining_room,espresso_machine,0
Beechwood_0_garden,dining_room_0,dining_room,exercise_bike,0
Beechwood_0_garden,dining_room_0,dining_room,fairy_light,0
Beechwood_0_garden,dining_room_0,dining_room,fire_alarm,0
Beechwood_0_garden,dining_room_0,dining_room,fire_extinguisher,0
Beechwood_0_garden,dining_room_0,dining_room,fire_sprinkler,0
Beechwood_0_garden,dining_room_0,dining_room,fireplace,0
Beechwood_0_garden,dining_room_0,dining_room,flat_bench,0
Beechwood_0_garden,dining_room_0,dining_room,flat_top_grill,0
Beechwood_0_garden,dining_room_0,dining_room,floor_lamp,1
Beechwood_0_garden,dining_room_0,dining_room,folderal,0
Beechwood_0_garden,dining_room_0,dining_room,free_weight_rack,0
Beechwood_0_garden,dining_room_0,dining_room,freezer,0
Beechwood_0_garden,dining_room_0,dining_room,fridge,0
Beechwood_0_garden,dining_room_0,dining_room,garage_door,0
Beechwood_0_garden,dining_room_0,dining_room,garden_light,0
Beechwood_0_garden,dining_room_0,dining_room,garden_statue,0
Beechwood_0_garden,dining_room_0,dining_room,garden_umbrella,0
Beechwood_0_garden,dining_room_0,dining_room,gate,0
Beechwood_0_garden,dining_room_0,dining_room,grandfather_clock,0
Beechwood_0_garden,dining_room_0,dining_room,grocery_fridge,0
Beechwood_0_garden,dining_room_0,dining_room,grocery_sign,0
Beechwood_0_garden,dining_room_0,dining_room,guitar,0
Beechwood_0_garden,dining_room_0,dining_room,gym_mat,0
Beechwood_0_garden,dining_room_0,dining_room,hall_tree,0
Beechwood_0_garden,dining_room_0,dining_room,hammam_bench,0
Beechwood_0_garden,dining_room_0,dining_room,hammock,0
Beechwood_0_garden,dining_room_0,dining_room,hamper,0
Beechwood_0_garden,dining_room_0,dining_room,hand_dryer,0
Beechwood_0_garden,dining_room_0,dining_room,handle,0
Beechwood_0_garden,dining_room_0,dining_room,handset,0
Beechwood_0_garden,dining_room_0,dining_room,hanging,0
Beechwood_0_garden,dining_room_0,dining_room,hanging_banners,0
Beechwood_0_garden,dining_room_0,dining_room,hingeless_jar,0
Beechwood_0_garden,dining_room_0,dining_room,hook,0
Beechwood_0_garden,dining_room_0,dining_room,hospital_bed,0
Beechwood_0_garden,dining_room_0,dining_room,hot_tub,0
Beechwood_0_garden,dining_room_0,dining_room,information_bulletin,0
Beechwood_0_garden,dining_room_0,dining_room,jukebox,0
Beechwood_0_garden,dining_room_0,dining_room,l_shaped_handle,0
Beechwood_0_garden,dining_room_0,dining_room,lab_exhaust_hood,0
Beechwood_0_garden,dining_room_0,dining_room,ladder,0
Beechwood_0_garden,dining_room_0,dining_room,laptop,0
Beechwood_0_garden,dining_room_0,dining_room,light,0
Beechwood_0_garden,dining_room_0,dining_room,locker,0
Beechwood_0_garden,dining_room_0,dining_room,loudspeaker,0
Beechwood_0_garden,dining_room_0,dining_room,magazine_stand,0
Beechwood_0_garden,dining_room_0,dining_room,mailbox,0
Beechwood_0_garden,dining_room_0,dining_room,map,0
Beechwood_0_garden,dining_room_0,dining_room,massage_bed,0
Beechwood_0_garden,dining_room_0,dining_room,menu,0
Beechwood_0_garden,dining_room_0,dining_room,metal_bottom_cabinet,0
Beechwood_0_garden,dining_room_0,dining_room,microwave,0
Beechwood_0_garden,dining_room_0,dining_room,mirror,0
Beechwood_0_garden,dining_room_0,dining_room,monitor,0
Beechwood_0_garden,dining_room_0,dining_room,motion_sensor,0
Beechwood_0_garden,dining_room_0,dining_room,nightstand,0
Beechwood_0_garden,dining_room_0,dining_room,oden_cooker,0
Beechwood_0_garden,dining_room_0,dining_room,ottoman,0
Beechwood_0_garden,dining_room_0,dining_room,oven,0
Beechwood_0_garden,dining_room_0,dining_room,packing_box,0
Beechwood_0_garden,dining_room_0,dining_room,paper_lantern,0
Beechwood_0_garden,dining_room_0,dining_room,paper_towel_dispenser,0
Beechwood_0_garden,dining_room_0,dining_room,parallel_bars,0
Beechwood_0_garden,dining_room_0,dining_room,paver,0
Beechwood_0_garden,dining_room_0,dining_room,pay_phone,0
Beechwood_0_garden,dining_room_0,dining_room,pebble,0
Beechwood_0_garden,dining_room_0,dining_room,pedestal,0
Beechwood_0_garden,dining_room_0,dining_room,pergola,0
Beechwood_0_garden,dining_room_0,dining_room,periodic_table,0
Beechwood_0_garden,dining_room_0,dining_room,phonograph_record,0
Beechwood_0_garden,dining_room_0,dining_room,photocopier,0
Beechwood_0_garden,dining_room_0,dining_room,piano,0
Beechwood_0_garden,dining_room_0,dining_room,picture,1
Beechwood_0_garden,dining_room_0,dining_room,pillow,0
Beechwood_0_garden,dining_room_0,dining_room,plant,0
Beechwood_0_garden,dining_room_0,dining_room,playground,0
Beechwood_0_garden,dining_room_0,dining_room,pommel_horse,0
Beechwood_0_garden,dining_room_0,dining_room,pool_table,0
Beechwood_0_garden,dining_room_0,dining_room,projection_screen,0
Beechwood_0_garden,dining_room_0,dining_room,radiator,0
Beechwood_0_garden,dining_room_0,dining_room,rail_fence,0
Beechwood_0_garden,dining_room_0,dining_room,railing,0
Beechwood_0_garden,dining_room_0,dining_room,range_hood,0
Beechwood_0_garden,dining_room_0,dining_room,reception_desk,0
Beechwood_0_garden,dining_room_0,dining_room,recreational_vehicle,0
Beechwood_0_garden,dining_room_0,dining_room,room_divider,0
Beechwood_0_garden,dining_room_0,dining_room,room_ventilator,0
Beechwood_0_garden,dining_room_0,dining_room,sandbox,0
Beechwood_0_garden,dining_room_0,dining_room,sauna_bench,0
Beechwood_0_garden,dining_room_0,dining_room,sauna_heater,0
Beechwood_0_garden,dining_room_0,dining_room,scoreboard,0
Beechwood_0_garden,dining_room_0,dining_room,security_camera,0
Beechwood_0_garden,dining_room_0,dining_room,serving_cart,0
Beechwood_0_garden,dining_room_0,dining_room,shelf,0
Beechwood_0_garden,dining_room_0,dining_room,shopping_cart,0
Beechwood_0_garden,dining_room_0,dining_room,shower,0
Beechwood_0_garden,dining_room_0,dining_room,shower_stall,0
Beechwood_0_garden,dining_room_0,dining_room,showerhead,0
Beechwood_0_garden,dining_room_0,dining_room,signpost,0
Beechwood_0_garden,dining_room_0,dining_room,sink,0
Beechwood_0_garden,dining_room_0,dining_room,skeletal_frame,0
Beechwood_0_garden,dining_room_0,dining_room,snack_rack,0
Beechwood_0_garden,dining_room_0,dining_room,soap_dispenser,0
Beechwood_0_garden,dining_room_0,dining_room,soda_cup,0
Beechwood_0_garden,dining_room_0,dining_room,sofa,0
Beechwood_0_garden,dining_room_0,dining_room,stadium_stand,0
Beechwood_0_garden,dining_room_0,dining_room,stairs,0
Beechwood_0_garden,dining_room_0,dining_room,stand,0
Beechwood_0_garden,dining_room_0,dining_room,statue,0
Beechwood_0_garden,dining_room_0,dining_room,stone_wall,0
Beechwood_0_garden,dining_room_0,dining_room,stove,0
Beechwood_0_garden,dining_room_0,dining_room,structural_element,0
Beechwood_0_garden,dining_room_0,dining_room,swimming_pool,0
Beechwood_0_garden,dining_room_0,dining_room,swing,0
Beechwood_0_garden,dining_room_0,dining_room,swing_set,0
Beechwood_0_garden,dining_room_0,dining_room,table,1
Beechwood_0_garden,dining_room_0,dining_room,table_lamp,0
Beechwood_0_garden,dining_room_0,dining_room,toilet,0
Beechwood_0_garden,dining_room_0,dining_room,toilet_paper_dispenser,0
Beechwood_0_garden,dining_room_0,dining_room,top_cabinet,0
Beechwood_0_garden,dining_room_0,dining_room,towel_rack,0
Beechwood_0_garden,dining_room_0,dining_room,toy_box,0
Beechwood_0_garden,dining_room_0,dining_room,trash_can,0
Beechwood_0_garden,dining_room_0,dining_room,treadmill,0
Beechwood_0_garden,dining_room_0,dining_room,tree,0
Beechwood_0_garden,dining_room_0,dining_room,turnstile,0
Beechwood_0_garden,dining_room_0,dining_room,tv,0
Beechwood_0_garden,dining_room_0,dining_room,umbrella_rack,0
Beechwood_0_garden,dining_room_0,dining_room,urinal,0
Beechwood_0_garden,dining_room_0,dining_room,vase,0
Beechwood_0_garden,dining_room_0,dining_room,vending_machine,0
Beechwood_0_garden,dining_room_0,dining_room,vine,0
Beechwood_0_garden,dining_room_0,dining_room,volleyball_net,0
Beechwood_0_garden,dining_room_0,dining_room,wading_pool,0
Beechwood_0_garden,dining_room_0,dining_room,wall_clock,0
Beechwood_0_garden,dining_room_0,dining_room,wall_nail,0
Beechwood_0_garden,dining_room_0,dining_room,wall_socket,0
Beechwood_0_garden,dining_room_0,dining_room,wardrobe,0
Beechwood_0_garden,dining_room_0,dining_room,washer,0
Beechwood_0_garden,dining_room_0,dining_room,water_cooler,0
Beechwood_0_garden,dining_room_0,dining_room,water_glass,0
Beechwood_0_garden,dining_room_0,dining_room,whiteboard,0
Beechwood_0_garden,dining_room_0,dining_room,window,1
Beechwood_0_garden,dining_room_0,dining_room,window_blind,0
Beechwood_0_garden,dining_room_0,dining_room,wine_fridge,0
Beechwood_0_garden,garden_0,garden,arbor,0
Beechwood_0_garden,garden_0,garden,bar,0
Beechwood_0_garden,garden_0,garden,baseboard,0
Beechwood_0_garden,garden_0,garden,bathtub,0
Beechwood_0_garden,garden_0,garden,bed,0
Beechwood_0_garden,garden_0,garden,bed_screen,0
Beechwood_0_garden,garden_0,garden,beer_glass,0
Beechwood_0_garden,garden_0,garden,beer_tap,0
Beechwood_0_garden,garden_0,garden,bench,0
Beechwood_0_garden,garden_0,garden,bench_press_machine,0
Beechwood_0_garden,garden_0,garden,blackboard,0
Beechwood_0_garden,garden_0,garden,bookcase,0
Beechwood_0_garden,garden_0,garden,booth,0
Beechwood_0_garden,garden_0,garden,bottle_of_tea,0
Beechwood_0_garden,garden_0,garden,bottom_cabinet,0
Beechwood_0_garden,garden_0,garden,bottom_cabinet_no_top,0
Beechwood_0_garden,garden_0,garden,boulder,0
Beechwood_0_garden,garden_0,garden,burner,0
Beechwood_0_garden,garden_0,garden,car,1
Beechwood_0_garden,garden_0,garden,carpet,0
Beechwood_0_garden,garden_0,garden,cash_register,0
Beechwood_0_garden,garden_0,garden,cedar_chest,0
Beechwood_0_garden,garden_0,garden,ceiling_air_conditioner,0
Beechwood_0_garden,garden_0,garden,ceiling_fan,0
Beechwood_0_garden,garden_0,garden,ceiling_mounted_basketball_hoop,0
Beechwood_0_garden,garden_0,garden,ceiling_mounted_projector,0
Beechwood_0_garden,garden_0,garden,chair,1
Beechwood_0_garden,garden_0,garden,chandelier,0
Beechwood_0_garden,garden_0,garden,charcoal_grill,0
Beechwood_0_garden,garden_0,garden,checkout_counter,0
Beechwood_0_garden,garden_0,garden,clothes_dryer,0
Beechwood_0_garden,garden_0,garden,clothesline_pole,0
Beechwood_0_garden,garden_0,garden,coatrack,0
Beechwood_0_garden,garden_0,garden,coffee_maker,0
Beechwood_0_garden,garden_0,garden,countertop,0
Beechwood_0_garden,garden_0,garden,crib,0
Beechwood_0_garden,garden_0,garden,cubicle,0
Beechwood_0_garden,garden_0,garden,decorative_sign,0
Beechwood_0_garden,garden_0,garden,deep_fryer,0
Beechwood_0_garden,garden_0,garden,desk,0
Beechwood_0_garden,garden_0,garden,dessert_stand,0
Beechwood_0_garden,garden_0,garden,dish_rack_cart,0
Beechwood_0_garden,garden_0,garden,dishwasher,0
Beechwood_0_garden,garden_0,garden,display_case,0
Beechwood_0_garden,garden_0,garden,display_fridge,0
Beechwood_0_garden,garden_0,garden,door,1
Beechwood_0_garden,garden_0,garden,drink_dispenser,0
Beechwood_0_garden,garden_0,garden,drinking_fountain,0
Beechwood_0_garden,garden_0,garden,electric_switch,0
Beechwood_0_garden,garden_0,garden,elevator_door,0
Beechwood_0_garden,garden_0,garden,elliptical_machine,0
Beechwood_0_garden,garden_0,garden,espresso_machine,0
Beechwood_0_garden,garden_0,garden,exercise_bike,0
Beechwood_0_garden,garden_0,garden,fairy_light,1
Beechwood_0_garden,garden_0,garden,fire_alarm,0
Beechwood_0_garden,garden_0,garden,fire_extinguisher,0
Beechwood_0_garden,garden_0,garden,fire_sprinkler,0
Beechwood_0_garden,garden_0,garden,fireplace,0
Beechwood_0_garden,garden_0,garden,flat_bench,0
Beechwood_0_garden,garden_0,garden,flat_top_grill,0
Beechwood_0_garden,garden_0,garden,floor_lamp,0
Beechwood_0_garden,garden_0,garden,folderal,0
Beechwood_0_garden,garden_0,garden,free_weight_rack,0
Beechwood_0_garden,garden_0,garden,freezer,0
Beechwood_0_garden,garden_0,garden,fridge,0
Beechwood_0_garden,garden_0,garden,garage_door,0
Beechwood_0_garden,garden_0,garden,garden_light,0
Beechwood_0_garden,garden_0,garden,garden_statue,0
Beechwood_0_garden,garden_0,garden,garden_umbrella,0
